path	primary_phase	secondary_phases	disposition	evidence_refs	findings_refs	notes
apps/backend/src/admin/__tests__/user-by-email.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-cashback-by-merchant.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-cashback-monthly.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-cashback-summary.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-credit-transactions-csv.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-credit-transactions.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-credits-csv.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-credits.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-detail.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-flywheel-stats.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-operator-mix.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-payment-method-share.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/user-search.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/users-list.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/users-recycling-activity-csv.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/users-recycling-activity.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/__tests__/withdrawals.test.ts	18	05,06,07,08,09,10,11,12,13,16	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin test file covered by paired admin implementation/test inventory and passing 85-file admin test slice
apps/backend/src/admin/asset-circulation.ts	07	12,16,17,18	reviewed-no-finding	phase 10; admin-surface-paired-test-inventory.txt		Asset circulation drift handler reviewed; no additional finding; admin implementation/test inventory refreshed
apps/backend/src/admin/asset-drift-state.ts	07	12,16,17,18	reviewed-no-finding	phase 10; admin-surface-paired-test-inventory.txt		Asset drift state handler reviewed; no additional finding; admin implementation/test inventory refreshed
apps/backend/src/admin/audit-envelope.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/audit-tail-csv.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/audit-tail.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/cashback-activity-csv.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/cashback-activity.ts	07	12,16,17,18	reviewed-with-finding	admin-wire-shapes-outside-shared.txt; admin-surface-paired-test-inventory.txt	A4-028	Backend admin cashback activity response shape duplicated outside shared; admin implementation/test inventory refreshed
apps/backend/src/admin/cashback-configs-csv.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/cashback-monthly.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/cashback-realization-daily-csv.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/cashback-realization-daily.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/cashback-realization.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/config-history-handler.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/configs-history.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/credit-adjustments.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/csv-escape.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/discord-config.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/discord-notifiers.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/discord-test.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/handler.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/idempotency-constants.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/idempotency-store.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/idempotency.ts	07	12,16,17,18	reviewed-with-finding	phase 07; admin-surface-paired-test-inventory.txt	A4-013	Guard exists but not consistently used by all admin writes; admin implementation/test inventory refreshed
apps/backend/src/admin/merchant-cashback-monthly.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchant-cashback-summary.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchant-flows.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchant-flywheel-activity-csv.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchant-flywheel-activity.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchant-flywheel-stats.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchant-operator-mix.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchant-payment-method-share.ts	07	12,16,17,18	reviewed-with-finding	admin-wire-shapes-outside-shared.txt; admin-surface-paired-test-inventory.txt	A4-028	Backend admin merchant payment-method response shape duplicated outside shared; admin implementation/test inventory refreshed
apps/backend/src/admin/merchant-stats-csv.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchant-stats.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchant-top-earners.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchants-catalog-csv.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchants-flywheel-share-csv.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchants-flywheel-share.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/merchants-resync.ts	13	09,10,11,12,17,19	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/operator-activity.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
apps/backend/src/admin/operator-latency.ts	07	12,16,17,18	reviewed-no-finding	admin-surface-paired-test-inventory.txt		Admin implementation file covered by paired handler/control inventory and passing admin test slice
